,author,title,sentence,sentence_nr,words,kind
12722,"Piper, H. Beam",Murder in the Gunroom,Rand looked at the tag tied to the triggerguard it was marked in lettercode with three different prices,22572,Jefferson Davis Rand,person
12723,"Piper, H. Beam",Murder in the Gunroom,That was characteristic of Arnold Riverss business methods,22573,Arnold Rivers,person
12724,"Piper, H. Beam",Murder in the Gunroom,That was characteristic of Arnold Riverss business methods,22573,Arnold Rivers,person
12725,"Piper, H. Beam",Murder in the Gunroom,How much does Mr Rivers want for this he asked handing the revolver to young Gillis,22574,Cecil Gillis,person
12726,"Piper, H. Beam",Murder in the Gunroom,How much does Mr Rivers want for this he asked handing the revolver to young Gillis,22574,Mr Rivers,person
12728,"Piper, H. Beam",Murder in the Gunroom,He had already appraised Rand from his twentydollar Stetson past his Burberry trench coat to his English handsewn shoes and placed him in the paydirt bracket however from some remarks Rand had let drop he decided that this customer knew pistols and probably knew values,22576,Jefferson Davis Rand,person
12729,"Piper, H. Beam",Murder in the Gunroom,Why that is sixty dollars Mr Rand he said with the air of one conferring a benefaction,22577,Jefferson Davis Rand,person
12730,"Piper, H. Beam",Murder in the Gunroom,Why that is sixty dollars Mr Rand he said with the air of one conferring a benefaction,22577,Jefferson Davis Rand,person
12731,"Piper, H. Beam",Murder in the Gunroom,Maybe he was at that Rand decided prices had jumped like the very devil since the war,22578,Jefferson Davis Rand,person
12732,"Piper, H. Beam",Murder in the Gunroom,Maybe he was at that Rand decided prices had jumped like the very devil since the war,22578,Jefferson Davis Rand,person
12734,"Piper, H. Beam",Murder in the Gunroom,Mr Rivers got it like this,22583,Mr Rivers,person
12735,"Piper, H. Beam",Murder in the Gunroom,Rand followed him to the rear laying aside his coat and hat,22586,Jefferson Davis Rand,person
12736,"Piper, H. Beam",Murder in the Gunroom,He made a few notes on it and was still holding it and the sixty dollars when he rejoined Rand by the fire,22588,Jefferson Davis Rand,person
12738,"Piper, H. Beam",Murder in the Gunroom,The conversation passed from Confederate revolvers to the arms of the Civil War in general and they were discussing the changes in tactics occasioned by the introduction of the revolver and the repeating carbine when the door from the house opened and Arnold Rivers appeared on the landing,22590,Arnold Rivers,person
12739,"Piper, H. Beam",Murder in the Gunroom,The conversation passed from Confederate revolvers to the arms of the Civil War in general and they were discussing the changes in tactics occasioned by the introduction of the revolver and the repeating carbine when the door from the house opened and Arnold Rivers appeared on the landing,22590,Arnold Rivers,person
12740,"Piper, H. Beam",Murder in the Gunroom,The conversation passed from Confederate revolvers to the arms of the Civil War in general and they were discussing the changes in tactics occasioned by the introduction of the revolver and the repeating carbine when the door from the house opened and Arnold Rivers appeared on the landing,22590,Confederate,person
12741,"Piper, H. Beam",Murder in the Gunroom,He looked older than when Rand had last seen him,22591,Jefferson Davis Rand,person
12742,"Piper, H. Beam",Murder in the Gunroom,He looked older than when Rand had last seen him,22591,Jefferson Davis Rand,person
12743,"Piper, H. Beam",Murder in the Gunroom,His hair was thinner on top and grayer at the temples,22592,Temple,location
12744,"Piper, H. Beam",Murder in the Gunroom,His mouth still had the old curve of supercilious insolence and he was still smoking with the sixinch carved ivory cigaretteholder which Rand remembered,22594,Jefferson Davis Rand,person
12745,"Piper, H. Beam",Murder in the Gunroom,As he did he must have recognized Rand he shifted the cigarett,22596,Jefferson Davis Rand,person
12746,"Piper, H. Beam",Murder in the Gunroom,Rand isnt it he asked,22599,Jefferson Davis Rand,person
12747,"Piper, H. Beam",Murder in the Gunroom,Ive been a lot of places in the meantime Rand said,22602,Jefferson Davis Rand,person
12748,"Piper, H. Beam",Murder in the Gunroom,By Alexander Murdoch of Doune wasnt it,22605,Murdoch,person
12749,"Piper, H. Beam",Murder in the Gunroom,By Alexander Murdoch of Doune wasnt it,22605,Alexander Murdoch,person
12750,"Piper, H. Beam",Murder in the Gunroom,No Andrew Strahan of Edzel Rand replied,22606,Jefferson Davis Rand,person
12751,"Piper, H. Beam",Murder in the Gunroom,I sold both of those pistols at about the same time a gentleman in Chicago got the Murdoch,22609,Murdoch,person
12752,"Piper, H. Beam",Murder in the Gunroom,I sold both of those pistols at about the same time a gentleman in Chicago got the Murdoch,22609,Chicago,location
12753,"Piper, H. Beam",Murder in the Gunroom,Youve a memory like Jim Farley Rand flattered,22612,Jim Browner,person
12754,"Piper, H. Beam",Murder in the Gunroom,Youve a memory like Jim Farley Rand flattered,22612,Jim Farley,person
12755,"Piper, H. Beam",Murder in the Gunroom,Youve a memory like Jim Farley Rand flattered,22612,Jefferson Davis Rand,person
12756,"Piper, H. Beam",Murder in the Gunroom,Rand just bought 6524 the Leech  Rigdon 36,22616,Jefferson Davis Rand,person
12757,"Piper, H. Beam",Murder in the Gunroom,Rivers looked at both saw how much Rand had been taken for and nodded,22618,Jefferson Davis Rand,person
12758,"Piper, H. Beam",Murder in the Gunroom,Considering the condition in which Confederate arms are usually found its really firstrate,22620,Confederate,person
12759,"Piper, H. Beam",Murder in the Gunroom,I think youll like it Mr Rand,22621,Jefferson Davis Rand,person
12760,"Piper, H. Beam",Murder in the Gunroom,I think youll like it Mr Rand,22621,Jefferson Davis Rand,person
12761,"Piper, H. Beam",Murder in the Gunroom,The telephone rang Cecil Gillis answered it listened for a moment and then said For you Mr Rivers long distance from Milwaukee,22622,Cecil Gillis,person
12762,"Piper, H. Beam",Murder in the Gunroom,The telephone rang Cecil Gillis answered it listened for a moment and then said For you Mr Rivers long distance from Milwaukee,22622,Milwaukee,location
12763,"Piper, H. Beam",Murder in the Gunroom,The telephone rang Cecil Gillis answered it listened for a moment and then said For you Mr Rivers long distance from Milwaukee,22622,Mr Rivers,person
12764,"Piper, H. Beam",Murder in the Gunroom,Ah excuse me Mr Rand,22624,Jefferson Davis Rand,person
12765,"Piper, H. Beam",Murder in the Gunroom,Ah excuse me Mr Rand,22624,Jefferson Davis Rand,person
12766,"Piper, H. Beam",Murder in the Gunroom,This is Arnold Rivers he said much as Edward Murrow used to say  Thisis London,22626,London,location
12767,"Piper, H. Beam",Murder in the Gunroom,This is Arnold Rivers he said much as Edward Murrow used to say  Thisis London,22626,Arnold Rivers,person
12768,"Piper, H. Beam",Murder in the Gunroom,This is Arnold Rivers he said much as Edward Murrow used to say  Thisis London,22626,Arnold Rivers,person
12769,"Piper, H. Beam",Murder in the Gunroom,This is Arnold Rivers he said much as Edward Murrow used to say  Thisis London,22626,Edward Murrow,person
12770,"Piper, H. Beam",Murder in the Gunroom,This is Arnold Rivers he said much as Edward Murrow used to say  Thisis London,22626,Edwards,person
12771,"Piper, H. Beam",Murder in the Gunroom,Cecil Mr Verral in Milwaukee whose address we have has just ordered 6288 the F Zorger flintlock Kentuck,22633,Milwaukee,location
12772,"Piper, H. Beam",Murder in the Gunroom,Right away Mr Rivers,22635,Mr Rivers,person
12773,"Piper, H. Beam",Murder in the Gunroom,I issued a list a few days ago Rivers told Rand,22637,Jefferson Davis Rand,person
12774,"Piper, H. Beam",Murder in the Gunroom,Business must be good Rand commented,22640,Jefferson Davis Rand,person
12775,"Piper, H. Beam",Murder in the Gunroom,I understand youve offered to buy the Lane Fleming collection,22641,Lane Fleming,person
12776,"Piper, H. Beam",Murder in the Gunroom,I understand youve offered to buy the Lane Fleming collection,22641,Lane Fleming,person
12777,"Piper, H. Beam",Murder in the Gunroom,From Mrs Fleming,22644,Gladys Fleming,person
12778,"Piper, H. Beam",Murder in the Gunroom,From Mrs Fleming,22644,Gladys Fleming,person
12779,"Piper, H. Beam",Murder in the Gunroom,Rand released a puff of pipe smoke and watched it draw downward into the fireplace,22645,Jefferson Davis Rand,person
12780,"Piper, H. Beam",Murder in the Gunroom,Fleming think it in order to employ a detective in a matter like that he wanted to know,22650,Lane Fleming,person
12781,"Piper, H. Beam",Murder in the Gunroom,Rand let out more smoke,22651,Jefferson Davis Rand,person
12782,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,America,location
12783,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,Jefferson Davis,person
12784,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,Jefferson,person
12785,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,Jefferson Davis Rand,person
12786,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,Jeff,person
12787,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,Jefferson Davis Rand,person
12788,"Piper, H. Beam",Murder in the Gunroom,She employed an armsexpert a Colonel Jefferson Davis Rand USA ORC who is a wellknown contributor to the  American Rifleman  and the  Infantry Journal  and  Antiques  and the old  Gun Report,22653,Jefferson Davis Rand,person
12789,"Piper, H. Beam",Murder in the Gunroom,Rand asked,22655,Jefferson Davis Rand,person
12791,"Piper, H. Beam",Murder in the Gunroom,I thought Fred Dunmore was doing that,22657,Fred Dunmore,person
12793,"Piper, H. Beam",Murder in the Gunroom,I thought Fred Dunmore was doing that,22657,Nelda Dunmore,person
12794,"Piper, H. Beam",Murder in the Gunroom,So did Fred,22658,Fred Dunmore,person
12795,"Piper, H. Beam",Murder in the Gunroom,You see anything in that about Fred Dunmore or any of the other relativesinlaw he asked,22662,Fred Dunmore,person
